lens_type,power,lens_index,coating,store_type,rush_order,inventory_available,qc_failures,completion_hours
Progressive,-0.63,1.50,Anti Glare,Hospital,0,0,2,98
Progressive,1.22,1.74,Standard,Hospital,0,1,1,103
Progressive,2.04,1.50,Blue Cut,Premium,1,0,3,118
Bifocal,-1.48,1.67,Photochromic,Premium,1,0,2,92
Single Vision,-3.81,1.74,Standard,Retail,0,0,0,52
Single Vision,-6.57,1.56,Photochromic,Premium,0,0,0,62
Progressive,-6.96,1.67,Blue Cut,Premium,1,0,3,101
Progressive,-1.39,1.74,Standard,Hospital,0,1,1,102
Progressive,-2.51,1.56,Anti Glare,Premium,1,0,3,114
Single Vision,-5.67,1.56,Photochromic,Hospital,1,1,0,38
Bifocal,1.91,1.74,Standard,Hospital,0,0,2,109
Single Vision,-2.95,1.50,Blue Cut,Hospital,1,0,1,72
Bifocal,-3.75,1.74,Anti Glare,Premium,0,0,3,93
Bifocal,-3.57,1.50,Photochromic,Hospital,0,1,1,57
Bifocal,-6.87,1.56,Blue Cut,Premium,0,0,1,94
Progressive,2.38,1.67,Standard,Premium,0,1,3,76
Bifocal,-5.49,1.50,Standard,Premium,1,0,1,96
Single Vision,-4.55,1.56,Standard,Hospital,1,1,0,22
Single Vision,3.72,1.56,Standard,Premium,1,0,0,40
Single Vision,-5.35,1.50,Standard,Hospital,0,0,3,85
Progressive,0.99,1.67,Anti Glare,Hospital,1,0,0,83
Progressive,0.68,1.74,Anti Glare,Premium,0,0,1,140
Single Vision,-0.19,1.50,Blue Cut,Retail,1,0,0,68
Single Vision,-3.54,1.56,Photochromic,Retail,1,1,1,31
Progressive,3.43,1.56,Standard,Hospital,0,0,1,85
Progressive,-6.8,1.50,Photochromic,Retail,1,0,2,116
Bifocal,-0.98,1.67,Anti Glare,Premium,0,1,1,57
Single Vision,2.73,1.50,Standard,Hospital,0,0,3,84
Bifocal,-2.07,1.74,Photochromic,Hospital,1,1,1,88
Progressive,-3.29,1.50,Blue Cut,Premium,0,1,1,57
Single Vision,-0.69,1.56,Blue Cut,Premium,1,1,3,54
Bifocal,-6.23,1.56,Anti Glare,Hospital,0,0,2,85
Bifocal,1.94,1.50,Standard,Premium,1,1,3,60
Single Vision,1.7,1.74,Photochromic,Hospital,1,0,3,86
Single Vision,-5.71,1.67,Photochromic,Premium,1,0,3,100
Progressive,-0.87,1.74,Anti Glare,Retail,1,1,3,108
Progressive,-1.04,1.56,Anti Glare,Hospital,0,1,1,102
Bifocal,2.3,1.56,Standard,Premium,1,0,0,77
Progressive,-7.0,1.67,Standard,Premium,0,1,3,131
Progressive,-4.47,1.56,Standard,Hospital,0,1,3,88
Progressive,-6.74,1.56,Anti Glare,Retail,1,0,3,125
Bifocal,-1.47,1.50,Anti Glare,Premium,0,1,1,70
Bifocal,-3.63,1.56,Standard,Retail,0,0,0,60
Bifocal,-1.03,1.56,Standard,Retail,0,0,2,97
Single Vision,-4.0,1.56,Standard,Premium,0,1,2,38
Bifocal,1.95,1.74,Anti Glare,Hospital,0,1,0,77
Single Vision,-5.76,1.50,Anti Glare,Hospital,0,0,2,76
Single Vision,-4.12,1.56,Blue Cut,Hospital,1,0,3,77
Progressive,-5.88,1.50,Blue Cut,Hospital,0,1,1,105
Single Vision,-0.12,1.56,Blue Cut,Premium,1,1,2,34
Progressive,-3.25,1.67,Blue Cut,Hospital,1,0,0,97
Bifocal,-6.83,1.67,Photochromic,Premium,1,1,0,79
Progressive,-1.52,1.56,Blue Cut,Retail,0,1,0,97
Progressive,2.26,1.67,Blue Cut,Hospital,0,1,3,89
Bifocal,3.12,1.56,Blue Cut,Premium,1,1,0,57
Bifocal,-2.65,1.67,Blue Cut,Premium,0,0,2,79
Bifocal,-7.5,1.67,Standard,Retail,1,0,0,95
Bifocal,3.69,1.67,Standard,Hospital,1,1,1,55
Progressive,1.75,1.56,Blue Cut,Hospital,0,0,2,87
Progressive,-0.57,1.67,Standard,Retail,1,1,1,89
Single Vision,-5.07,1.74,Anti Glare,Hospital,0,0,0,73
Single Vision,-4.33,1.67,Blue Cut,Hospital,1,0,1,54
Progressive,3.73,1.67,Anti Glare,Retail,1,1,3,82
Single Vision,-5.78,1.56,Anti Glare,Premium,0,0,0,68
Progressive,-3.64,1.56,Standard,Premium,1,1,1,79
Bifocal,-2.48,1.67,Standard,Hospital,1,0,3,90
Single Vision,-4.41,1.56,Standard,Retail,1,0,0,58
Progressive,-6.05,1.56,Standard,Hospital,0,0,2,126
Progressive,3.32,1.74,Photochromic,Premium,0,1,1,100
Single Vision,-3.59,1.56,Standard,Retail,0,0,1,63
Bifocal,-7.01,1.74,Anti Glare,Hospital,0,0,0,114
Progressive,-7.51,1.50,Blue Cut,Hospital,0,1,2,86
Single Vision,3.51,1.67,Standard,Hospital,1,0,3,62
Bifocal,-0.4,1.74,Blue Cut,Hospital,1,1,2,89
Progressive,-5.81,1.56,Blue Cut,Retail,1,0,2,83
Progressive,3.21,1.56,Blue Cut,Hospital,0,1,1,77
Bifocal,-2.69,1.74,Blue Cut,Retail,0,0,1,111
Bifocal,-5.03,1.50,Anti Glare,Hospital,0,1,0,66
Progressive,-1.9,1.74,Photochromic,Hospital,0,0,1,131
Bifocal,-1.66,1.67,Anti Glare,Retail,1,1,2,62
Progressive,-6.04,1.74,Photochromic,Premium,1,0,2,100
Bifocal,-0.46,1.56,Photochromic,Retail,1,0,2,68
Progressive,-0.36,1.56,Standard,Hospital,1,0,0,89
Bifocal,-3.54,1.50,Anti Glare,Premium,0,0,2,99
Bifocal,0.57,1.50,Anti Glare,Premium,0,0,0,53
Bifocal,-2.87,1.67,Photochromic,Premium,0,0,3,107
Single Vision,-0.02,1.50,Blue Cut,Hospital,1,1,0,33
Bifocal,2.7,1.67,Anti Glare,Hospital,1,1,2,58
Single Vision,-2.4,1.74,Photochromic,Premium,0,1,3,68
Single Vision,-1.53,1.67,Anti Glare,Premium,0,0,2,96
Single Vision,-6.69,1.56,Standard,Premium,0,0,2,87
Bifocal,1.59,1.74,Photochromic,Retail,0,1,3,101
Progressive,2.76,1.67,Anti Glare,Hospital,1,0,0,90
Progressive,2.49,1.50,Anti Glare,Retail,1,0,2,132
Bifocal,-1.34,1.50,Anti Glare,Premium,1,0,2,87
Bifocal,-7.31,1.74,Standard,Hospital,1,0,1,89
Bifocal,-2.58,1.56,Photochromic,Retail,0,1,1,81
Progressive,-7.01,1.50,Standard,Hospital,1,0,1,105
Single Vision,-6.98,1.74,Photochromic,Hospital,0,1,3,73
Single Vision,-4.54,1.74,Photochromic,Retail,1,0,0,61
Bifocal,-5.47,1.50,Anti Glare,Retail,0,1,2,84
Single Vision,-7.6,1.67,Standard,Premium,1,0,0,42
Single Vision,1.11,1.74,Photochromic,Retail,1,1,0,33
Single Vision,-3.79,1.56,Blue Cut,Premium,1,1,1,33
Bifocal,0.33,1.50,Photochromic,Premium,0,0,0,85
Single Vision,-2.06,1.74,Anti Glare,Retail,0,0,2,81
Bifocal,-3.52,1.50,Photochromic,Premium,0,0,3,102
Single Vision,0.06,1.50,Standard,Retail,1,0,3,86
Bifocal,2.23,1.56,Standard,Retail,0,0,3,72
Single Vision,0.83,1.67,Blue Cut,Retail,0,0,1,68
Single Vision,1.38,1.50,Photochromic,Hospital,0,0,1,84
Single Vision,-4.64,1.50,Photochromic,Hospital,1,0,2,58
Bifocal,1.84,1.67,Standard,Premium,1,1,2,68
Bifocal,0.79,1.74,Blue Cut,Premium,0,1,3,74
Bifocal,-5.18,1.74,Photochromic,Premium,0,1,1,89
Single Vision,1.85,1.67,Standard,Retail,1,1,2,35
Progressive,-4.65,1.67,Blue Cut,Retail,1,0,2,137
Single Vision,-1.47,1.56,Blue Cut,Retail,1,1,3,48
Progressive,-6.01,1.56,Standard,Retail,1,1,3,89
Single Vision,-2.43,1.56,Anti Glare,Premium,1,0,0,69
Progressive,-3.16,1.50,Blue Cut,Premium,0,0,2,128
Progressive,-3.21,1.56,Photochromic,Retail,1,0,3,121
Bifocal,3.66,1.74,Anti Glare,Hospital,1,1,3,56
Single Vision,-5.17,1.56,Standard,Retail,0,0,1,83
Bifocal,1.57,1.50,Anti Glare,Hospital,1,1,3,51
Bifocal,-2.68,1.74,Standard,Hospital,1,0,3,86
Bifocal,-2.55,1.67,Standard,Premium,1,1,0,60
Progressive,-4.55,1.67,Blue Cut,Premium,0,0,0,100
Bifocal,1.99,1.74,Anti Glare,Premium,0,0,1,89
Progressive,-7.51,1.67,Photochromic,Premium,0,0,2,124
Single Vision,3.49,1.50,Photochromic,Hospital,0,0,2,94
Bifocal,-6.22,1.74,Photochromic,Retail,1,1,1,85
Bifocal,-7.3,1.56,Photochromic,Hospital,0,1,3,76
Progressive,-4.36,1.50,Standard,Premium,0,0,2,111
Bifocal,3.77,1.67,Photochromic,Hospital,1,1,3,78
Single Vision,1.73,1.74,Photochromic,Hospital,1,0,3,91
Progressive,-2.98,1.67,Photochromic,Hospital,0,1,3,86
Single Vision,0.81,1.74,Standard,Retail,1,1,3,60
Bifocal,-3.51,1.74,Photochromic,Premium,0,1,2,88
Progressive,2.39,1.74,Photochromic,Hospital,1,1,0,60
Bifocal,-6.52,1.56,Photochromic,Retail,0,1,1,71
Single Vision,3.03,1.67,Standard,Hospital,1,1,1,46
Progressive,-7.93,1.74,Standard,Hospital,0,1,0,79
Bifocal,-7.6,1.56,Anti Glare,Hospital,1,0,3,124
Single Vision,-3.98,1.56,Blue Cut,Premium,0,0,0,77
Progressive,1.9,1.74,Photochromic,Retail,1,1,3,117
Progressive,-1.39,1.50,Photochromic,Retail,1,1,1,103
Single Vision,3.54,1.74,Photochromic,Retail,1,1,1,47
Single Vision,-1.4,1.50,Photochromic,Hospital,0,1,1,60
Progressive,-2.05,1.74,Standard,Hospital,1,0,1,78
Progressive,-7.22,1.50,Blue Cut,Premium,1,1,3,92
Bifocal,-6.15,1.67,Anti Glare,Retail,0,1,1,75
Single Vision,1.31,1.56,Standard,Hospital,0,1,1,36
Single Vision,-6.78,1.67,Standard,Retail,0,1,3,68
Progressive,-4.28,1.74,Standard,Hospital,0,1,2,75
Bifocal,-4.45,1.67,Anti Glare,Hospital,1,0,3,105
Progressive,-6.08,1.74,Anti Glare,Retail,1,1,1,88
Progressive,-6.31,1.50,Blue Cut,Hospital,0,0,1,103
Progressive,-1.96,1.67,Blue Cut,Premium,0,0,1,111
Progressive,-7.43,1.56,Standard,Hospital,0,1,1,82
Bifocal,-6.89,1.74,Blue Cut,Hospital,0,0,1,83
Progressive,1.69,1.56,Standard,Retail,0,1,3,114
Bifocal,-3.89,1.56,Blue Cut,Retail,0,0,3,104
Single Vision,1.09,1.74,Anti Glare,Premium,0,0,1,65
Bifocal,2.68,1.56,Photochromic,Premium,0,1,3,73
Single Vision,-3.4,1.67,Anti Glare,Retail,0,0,2,88
Bifocal,-6.41,1.67,Photochromic,Premium,1,0,3,127
Progressive,-2.61,1.67,Photochromic,Premium,1,1,3,89
Progressive,2.88,1.50,Photochromic,Premium,0,0,1,116
Single Vision,0.98,1.50,Photochromic,Premium,1,0,0,44
Progressive,-7.85,1.74,Standard,Premium,0,1,3,93
Progressive,3.53,1.56,Photochromic,Retail,0,0,0,103
Single Vision,-6.04,1.50,Anti Glare,Premium,0,0,2,87
Bifocal,3.59,1.74,Standard,Hospital,0,1,3,80
Progressive,-6.13,1.67,Standard,Hospital,0,1,3,85
Progressive,-0.48,1.56,Standard,Premium,1,0,2,88
Single Vision,-1.54,1.50,Standard,Retail,0,0,3,62
Progressive,-6.66,1.67,Anti Glare,Hospital,1,1,1,104
Progressive,-4.33,1.50,Photochromic,Retail,0,0,2,123
Progressive,-0.77,1.50,Standard,Hospital,0,0,1,118
Bifocal,0.12,1.50,Blue Cut,Hospital,0,0,1,105
Bifocal,2.49,1.67,Photochromic,Retail,1,0,1,93
Single Vision,-4.3,1.56,Anti Glare,Retail,1,1,3,40
Bifocal,1.7,1.67,Photochromic,Premium,1,0,0,81
Single Vision,-0.56,1.67,Photochromic,Premium,0,1,1,51
Progressive,-1.76,1.74,Photochromic,Retail,1,1,0,107
Bifocal,3.26,1.56,Anti Glare,Premium,1,1,0,56
Progressive,-2.22,1.50,Blue Cut,Hospital,0,1,2,95
Single Vision,2.12,1.74,Anti Glare,Retail,1,1,3,46
Bifocal,-4.58,1.56,Standard,Premium,0,1,3,54
Progressive,-2.68,1.67,Anti Glare,Premium,1,0,1,93
Single Vision,-3.75,1.56,Anti Glare,Premium,0,0,3,86
Progressive,-2.16,1.56,Standard,Retail,1,1,1,48
Single Vision,-5.88,1.56,Standard,Hospital,1,0,1,81
Progressive,3.99,1.56,Blue Cut,Retail,1,1,3,79
Progressive,1.69,1.67,Standard,Premium,1,1,2,88
Progressive,2.34,1.50,Blue Cut,Retail,0,1,0,80
Progressive,-5.03,1.50,Standard,Hospital,0,0,0,87
Single Vision,3.43,1.74,Blue Cut,Hospital,0,1,3,56
Progressive,4.0,1.50,Photochromic,Hospital,1,0,3,130
Bifocal,-6.05,1.74,Anti Glare,Hospital,0,0,3,115
Single Vision,2.82,1.50,Anti Glare,Hospital,1,0,3,72
Progressive,-2.6,1.50,Blue Cut,Hospital,0,1,3,96
Progressive,-1.05,1.74,Standard,Hospital,1,0,1,129
Bifocal,1.32,1.56,Standard,Premium,0,1,1,49
Single Vision,-0.14,1.67,Standard,Premium,0,1,2,51
Single Vision,2.95,1.56,Anti Glare,Hospital,1,1,3,41
Single Vision,3.96,1.56,Standard,Retail,0,0,2,63
Bifocal,-5.64,1.50,Blue Cut,Retail,0,1,3,88
Single Vision,-7.94,1.50,Standard,Premium,1,0,2,82
Single Vision,1.64,1.67,Photochromic,Hospital,1,1,0,45
Progressive,-7.91,1.67,Standard,Premium,1,1,1,93
Single Vision,0.71,1.67,Standard,Premium,1,1,3,61
Single Vision,3.77,1.74,Anti Glare,Premium,0,0,0,77
Single Vision,-7.96,1.67,Photochromic,Hospital,1,0,3,106
Progressive,2.25,1.50,Photochromic,Hospital,1,1,2,64
Progressive,1.29,1.67,Photochromic,Hospital,0,1,3,102
Progressive,3.03,1.67,Photochromic,Premium,0,0,0,123
Single Vision,-6.05,1.74,Photochromic,Premium,1,1,1,65
Progressive,-2.82,1.67,Standard,Retail,1,1,1,74
Progressive,3.02,1.74,Blue Cut,Premium,0,1,1,117
Bifocal,3.84,1.74,Anti Glare,Retail,0,0,1,94
Bifocal,-1.89,1.56,Standard,Retail,0,0,2,85
Progressive,-2.68,1.74,Standard,Retail,0,1,3,112
Progressive,-5.58,1.67,Blue Cut,Hospital,0,1,1,119
Progressive,-7.48,1.67,Photochromic,Premium,1,0,3,120
Bifocal,2.36,1.67,Anti Glare,Hospital,0,1,1,78
Progressive,-0.64,1.74,Photochromic,Retail,1,0,1,116
Bifocal,3.8,1.50,Blue Cut,Retail,0,0,0,65
Bifocal,1.87,1.56,Blue Cut,Retail,1,0,2,95
Single Vision,-3.46,1.50,Standard,Premium,0,1,1,36
Progressive,1.49,1.56,Photochromic,Premium,0,1,0,75
Bifocal,1.21,1.56,Standard,Hospital,0,0,3,121
Progressive,-5.36,1.67,Anti Glare,Premium,0,1,3,85
Single Vision,-7.18,1.74,Blue Cut,Retail,1,1,1,51
Bifocal,3.54,1.67,Anti Glare,Hospital,1,0,1,68
Bifocal,-6.03,1.56,Standard,Retail,1,1,2,66
Progressive,2.75,1.67,Standard,Hospital,1,1,0,80
Progressive,-0.65,1.50,Blue Cut,Retail,1,1,1,67
Bifocal,-3.63,1.56,Blue Cut,Retail,0,1,0,59
Bifocal,2.23,1.74,Blue Cut,Hospital,1,0,3,93
Bifocal,-2.83,1.56,Blue Cut,Retail,1,0,3,86
Single Vision,-2.67,1.56,Standard,Retail,0,1,2,60
Bifocal,0.44,1.74,Anti Glare,Hospital,1,1,0,54
Progressive,0.53,1.67,Anti Glare,Retail,0,0,2,104
Bifocal,-5.9,1.74,Standard,Hospital,1,0,0,83
Bifocal,3.92,1.56,Blue Cut,Premium,0,0,3,93
Single Vision,-3.99,1.56,Anti Glare,Hospital,0,0,0,66
Single Vision,2.4,1.67,Anti Glare,Hospital,0,1,0,29
Single Vision,2.56,1.56,Anti Glare,Retail,1,1,0,27
Progressive,-6.0,1.67,Photochromic,Retail,0,1,2,91
Bifocal,2.3,1.56,Blue Cut,Premium,0,1,0,51
Single Vision,-1.23,1.74,Photochromic,Premium,1,0,1,77
Progressive,-3.17,1.50,Blue Cut,Hospital,0,1,1,64
Progressive,-3.57,1.50,Blue Cut,Retail,1,1,0,72
Progressive,-3.45,1.50,Standard,Premium,1,1,3,66
Progressive,-0.54,1.50,Standard,Retail,0,1,2,85
Single Vision,2.97,1.67,Anti Glare,Retail,0,0,1,73
Bifocal,3.69,1.74,Anti Glare,Hospital,0,1,1,73
Bifocal,-2.45,1.50,Anti Glare,Hospital,0,0,1,93
Bifocal,-5.17,1.56,Blue Cut,Retail,0,0,0,113
Single Vision,-5.29,1.67,Standard,Premium,1,1,1,63
Progressive,-3.77,1.56,Photochromic,Hospital,0,0,0,114
Single Vision,-3.99,1.67,Blue Cut,Hospital,1,1,2,38
Single Vision,2.3,1.50,Photochromic,Retail,0,0,1,96
Bifocal,1.95,1.67,Blue Cut,Hospital,1,0,3,111
Bifocal,-7.71,1.56,Photochromic,Retail,1,1,1,75
Progressive,-1.48,1.56,Photochromic,Retail,0,0,1,110
Progressive,-7.34,1.74,Standard,Hospital,0,0,1,143
Bifocal,3.88,1.74,Photochromic,Retail,0,1,0,52
Bifocal,-0.36,1.50,Anti Glare,Premium,0,1,1,44
Bifocal,2.71,1.74,Photochromic,Hospital,1,0,0,86
Bifocal,-7.02,1.56,Photochromic,Retail,0,0,1,94
Bifocal,3.79,1.67,Anti Glare,Hospital,1,1,0,67
Bifocal,1.7,1.74,Blue Cut,Premium,0,1,1,69
Single Vision,1.12,1.67,Anti Glare,Hospital,0,0,0,68
Progressive,-4.22,1.74,Blue Cut,Hospital,1,0,2,79
Single Vision,-2.97,1.74,Standard,Hospital,0,1,0,47
Bifocal,-7.69,1.67,Blue Cut,Hospital,1,0,1,95
Bifocal,-5.91,1.74,Blue Cut,Premium,0,0,1,104
Single Vision,-2.24,1.67,Standard,Hospital,1,0,3,52
Bifocal,-1.34,1.67,Photochromic,Hospital,0,1,1,67
Bifocal,-1.75,1.67,Standard,Retail,0,0,1,99
Single Vision,-6.43,1.56,Blue Cut,Retail,1,1,3,75
Single Vision,-6.16,1.56,Photochromic,Hospital,1,1,3,72
Progressive,-1.39,1.74,Anti Glare,Retail,1,0,2,78
Single Vision,-3.74,1.67,Anti Glare,Retail,1,1,3,49
Progressive,-5.33,1.74,Standard,Premium,0,1,2,116
Progressive,-3.51,1.67,Standard,Hospital,0,0,3,136
Bifocal,-6.53,1.50,Blue Cut,Retail,1,0,1,75
Progressive,-3.34,1.56,Photochromic,Premium,0,1,0,102
Progressive,-3.17,1.56,Photochromic,Premium,1,1,1,83
Single Vision,-1.65,1.50,Anti Glare,Retail,0,0,0,68
Bifocal,0.35,1.50,Anti Glare,Premium,0,0,1,81
Bifocal,-5.87,1.74,Standard,Premium,1,1,2,70
Bifocal,-5.62,1.74,Blue Cut,Retail,1,1,1,81
Progressive,0.9,1.50,Blue Cut,Premium,1,1,0,86
Bifocal,-6.01,1.74,Blue Cut,Hospital,0,1,3,101
Progressive,-5.07,1.50,Photochromic,Hospital,0,0,2,138
Progressive,1.35,1.56,Standard,Retail,1,0,0,92
Progressive,-7.27,1.74,Anti Glare,Premium,1,1,3,89
Single Vision,2.27,1.74,Photochromic,Retail,1,1,3,68
Bifocal,-2.71,1.56,Anti Glare,Retail,1,1,0,28
Progressive,0.76,1.67,Anti Glare,Premium,0,1,3,89
Bifocal,-1.77,1.74,Blue Cut,Retail,0,1,3,74
Progressive,3.65,1.74,Anti Glare,Retail,0,1,0,83
Progressive,-7.98,1.56,Photochromic,Hospital,1,1,3,100
Single Vision,3.36,1.50,Blue Cut,Premium,1,0,2,69
Progressive,-1.83,1.56,Standard,Hospital,0,1,0,65
Progressive,-3.89,1.67,Anti Glare,Hospital,0,0,0,112
Bifocal,-7.44,1.56,Standard,Retail,1,1,2,56
Single Vision,0.29,1.56,Photochromic,Retail,1,1,2,48
Bifocal,0.71,1.50,Photochromic,Hospital,1,1,1,54
Progressive,-6.9,1.56,Photochromic,Premium,1,0,1,106
Single Vision,-7.68,1.67,Standard,Premium,1,1,3,72
Progressive,-1.46,1.56,Photochromic,Hospital,1,1,1,73
Progressive,2.58,1.56,Photochromic,Hospital,1,1,1,64
Bifocal,-3.47,1.74,Photochromic,Hospital,1,1,3,75
Bifocal,3.99,1.74,Anti Glare,Premium,1,1,0,43
Bifocal,-7.54,1.50,Anti Glare,Hospital,1,0,3,115
Progressive,-6.32,1.74,Standard,Hospital,0,1,2,115
Single Vision,-4.23,1.67,Standard,Retail,0,1,0,37
Bifocal,-0.99,1.67,Standard,Hospital,0,0,3,113
Single Vision,-3.88,1.67,Photochromic,Retail,1,0,3,90
Single Vision,3.19,1.56,Standard,Retail,1,0,3,60
Bifocal,2.06,1.50,Photochromic,Retail,1,1,0,48
Bifocal,-2.72,1.74,Standard,Retail,0,1,0,49
Progressive,-0.24,1.56,Anti Glare,Hospital,0,0,0,100
Single Vision,-3.46,1.50,Anti Glare,Retail,0,0,0,55
Bifocal,-5.64,1.67,Anti Glare,Retail,1,0,2,110
Single Vision,-6.29,1.74,Blue Cut,Hospital,1,1,3,77
Progressive,-5.6,1.74,Blue Cut,Hospital,0,1,1,120
Progressive,2.09,1.67,Anti Glare,Retail,1,1,1,73
Progressive,-1.61,1.50,Standard,Retail,1,1,0,87
Single Vision,-3.7,1.74,Photochromic,Retail,0,0,2,70
Progressive,-4.0,1.67,Blue Cut,Retail,1,1,0,71
Single Vision,-4.19,1.50,Anti Glare,Hospital,1,0,2,70
Bifocal,-4.95,1.74,Standard,Retail,1,1,1,65
Progressive,2.7,1.50,Photochromic,Premium,1,1,0,77
Bifocal,-0.51,1.74,Anti Glare,Retail,0,0,1,97
Progressive,-6.97,1.50,Photochromic,Premium,1,1,3,118
Progressive,-1.28,1.50,Blue Cut,Retail,1,0,0,103
Progressive,0.72,1.74,Blue Cut,Retail,1,1,2,69
Single Vision,3.56,1.67,Photochromic,Retail,0,0,2,95
Bifocal,2.99,1.50,Anti Glare,Premium,1,0,3,79
Progressive,-1.07,1.50,Photochromic,Premium,0,1,1,86
Progressive,-2.4,1.56,Blue Cut,Premium,1,1,2,71
Bifocal,-3.52,1.56,Blue Cut,Retail,0,0,0,70
Progressive,-2.3,1.74,Blue Cut,Premium,0,0,2,145
Progressive,-5.45,1.56,Anti Glare,Retail,0,1,1,74
Single Vision,-6.66,1.67,Anti Glare,Retail,1,0,1,69
Progressive,-1.66,1.74,Anti Glare,Retail,0,1,1,84
Single Vision,-0.48,1.56,Photochromic,Hospital,0,0,0,72
Single Vision,-1.27,1.50,Anti Glare,Retail,0,0,0,79
Single Vision,-1.91,1.50,Anti Glare,Retail,1,1,3,43
Bifocal,1.56,1.56,Standard,Hospital,0,1,2,57
Progressive,-0.83,1.74,Photochromic,Hospital,1,1,1,102
Single Vision,-2.15,1.74,Photochromic,Retail,0,0,1,78
Single Vision,-5.83,1.50,Photochromic,Premium,0,1,1,67
Bifocal,-4.81,1.56,Blue Cut,Retail,1,1,1,60
Progressive,1.67,1.56,Photochromic,Retail,1,1,2,82
Bifocal,-0.99,1.56,Blue Cut,Premium,1,0,0,60
Bifocal,-5.17,1.74,Anti Glare,Premium,0,0,0,109
Bifocal,-3.43,1.67,Blue Cut,Premium,1,1,1,46
Bifocal,-1.42,1.74,Blue Cut,Premium,1,1,1,59
Progressive,1.74,1.56,Blue Cut,Retail,1,1,1,56
Progressive,3.65,1.56,Photochromic,Premium,0,1,3,73
Bifocal,0.48,1.56,Photochromic,Hospital,1,1,0,63
Single Vision,-0.49,1.67,Photochromic,Premium,1,1,0,39
Progressive,-1.52,1.67,Photochromic,Retail,1,0,1,103
Single Vision,-2.46,1.67,Blue Cut,Retail,0,0,3,96
Progressive,2.79,1.67,Photochromic,Premium,0,0,1,113
Progressive,0.38,1.50,Standard,Premium,0,0,2,97
Bifocal,-7.06,1.56,Photochromic,Hospital,0,1,2,76
Progressive,-1.98,1.50,Blue Cut,Retail,1,1,1,61
Single Vision,-6.05,1.56,Photochromic,Retail,1,0,0,94
Single Vision,-6.2,1.56,Standard,Retail,0,0,3,91
Progressive,-4.73,1.74,Anti Glare,Premium,0,0,1,85
Single Vision,-7.59,1.74,Standard,Hospital,1,1,0,48
Progressive,-2.62,1.67,Anti Glare,Retail,0,0,0,113
Progressive,2.15,1.67,Standard,Hospital,0,1,0,93
Progressive,-2.65,1.67,Photochromic,Premium,1,1,2,101
Single Vision,0.91,1.50,Blue Cut,Retail,0,0,3,79
Bifocal,-7.61,1.74,Standard,Retail,0,1,3,93
Single Vision,1.72,1.67,Standard,Retail,1,0,2,81
Single Vision,1.49,1.67,Anti Glare,Premium,1,0,0,55
Bifocal,1.81,1.50,Blue Cut,Hospital,1,1,1,66
Progressive,1.41,1.74,Standard,Premium,0,1,0,98
Progressive,0.41,1.56,Standard,Retail,0,1,0,61
Bifocal,-7.58,1.67,Standard,Retail,0,1,1,65
Bifocal,-5.81,1.56,Photochromic,Retail,1,0,1,96
Progressive,-6.21,1.67,Blue Cut,Premium,0,1,3,108
Bifocal,-1.38,1.74,Anti Glare,Premium,1,1,1,72
Bifocal,-4.51,1.67,Standard,Premium,0,1,2,63
Progressive,0.7,1.67,Blue Cut,Retail,1,1,3,91
Single Vision,-7.82,1.74,Anti Glare,Premium,1,1,0,63
Bifocal,-5.08,1.74,Photochromic,Hospital,1,0,2,85
Bifocal,2.2,1.74,Photochromic,Retail,0,1,1,89
Progressive,-0.8,1.56,Standard,Retail,0,1,1,71
Bifocal,-2.07,1.56,Standard,Hospital,1,1,1,47
Bifocal,1.29,1.67,Photochromic,Retail,1,0,0,89
Progressive,-0.75,1.50,Anti Glare,Retail,1,0,1,103
Single Vision,-0.32,1.56,Anti Glare,Retail,1,0,0,60
Progressive,2.71,1.74,Blue Cut,Hospital,0,0,0,104
Progressive,-1.67,1.67,Anti Glare,Retail,1,0,0,115
Bifocal,-7.75,1.50,Photochromic,Premium,0,1,3,75
Progressive,-1.31,1.74,Standard,Hospital,0,0,3,125
Bifocal,-2.95,1.67,Photochromic,Hospital,1,0,1,78
Bifocal,1.59,1.50,Blue Cut,Hospital,0,0,0,99
Bifocal,0.51,1.74,Standard,Premium,0,0,0,106
Bifocal,-4.64,1.67,Photochromic,Premium,0,0,2,91
Bifocal,3.35,1.56,Photochromic,Premium,0,0,1,95
Bifocal,3.27,1.56,Anti Glare,Premium,1,0,3,93
Single Vision,-5.87,1.50,Standard,Hospital,0,0,2,86
Single Vision,-7.72,1.67,Blue Cut,Premium,0,1,0,75
Single Vision,0.07,1.56,Standard,Hospital,1,1,3,50
Bifocal,-7.93,1.74,Anti Glare,Premium,0,1,1,83
Progressive,-1.68,1.74,Photochromic,Retail,0,1,3,103
Bifocal,3.7,1.67,Photochromic,Premium,1,0,3,122
Progressive,-0.19,1.56,Photochromic,Hospital,1,0,1,88
Single Vision,-1.59,1.74,Standard,Retail,1,1,1,49
Progressive,-2.36,1.56,Blue Cut,Hospital,1,0,2,108
Progressive,-1.41,1.56,Blue Cut,Retail,0,0,2,120
Bifocal,0.48,1.67,Photochromic,Hospital,1,1,3,66
Progressive,-4.68,1.56,Anti Glare,Premium,0,1,1,59
Bifocal,-6.9,1.74,Standard,Premium,1,1,3,62
Bifocal,3.03,1.74,Anti Glare,Hospital,0,0,1,84
Progressive,-7.71,1.67,Photochromic,Retail,0,1,1,115
