lens_type,power,lens_index,coating,store_type,rush_order,inventory_available,queue_depth,machine_load,utilization_percent,qc_failures,completion_hours
Progressive,-6.07,1.67,Standard,Hospital,0,0,15,20,26,2,210.55
Progressive,-2.99,1.67,Standard,Retail,0,1,35,76,88,1,206.32
Single Vision,0.37,1.67,Standard,Hospital,0,0,23,41,90,3,248.9
Single Vision,-6.02,1.56,Photochromic,Retail,0,0,20,36,44,4,248.91
Progressive,-5.33,1.56,Standard,Hospital,0,1,14,63,66,4,172.76
Progressive,2.45,1.56,Blue Cut,Hospital,0,0,21,80,30,2,259.84
Single Vision,-1.38,1.50,Photochromic,Franchise,0,0,21,35,29,1,221.66
Bifocal,-1.57,1.50,Photochromic,Franchise,0,0,1,20,40,3,176.9
Single Vision,3.91,1.67,Blue Cut,Franchise,0,0,21,99,22,3,267.07
Single Vision,-2.5,1.67,Blue Cut,Hospital,0,1,8,38,36,2,100.85
Bifocal,-0.98,1.56,Photochromic,Franchise,1,1,16,73,75,2,161.8
Single Vision,-4.9,1.74,Standard,Hospital,0,1,13,92,84,0,139.01
Progressive,-3.3,1.50,Standard,Hospital,0,1,36,69,23,1,215.35
Single Vision,1.8,1.56,Photochromic,Retail,0,1,4,64,73,4,133.78
Single Vision,-3.15,1.50,Photochromic,Hospital,0,1,18,14,85,2,137.62
Bifocal,-6.63,1.67,Standard,Hospital,0,1,8,83,77,0,109.87
Single Vision,-1.8,1.67,Standard,Hospital,0,1,10,92,60,4,162.56
Single Vision,1.67,1.56,Blue Cut,Retail,0,1,19,77,96,3,179.27
Progressive,2.62,1.74,Standard,Hospital,0,1,20,60,44,4,205.65
Single Vision,-1.98,1.74,Standard,Hospital,0,1,23,82,78,2,186.76
Bifocal,2.62,1.74,Blue Cut,Franchise,0,1,0,45,39,4,119.99
Single Vision,-6.72,1.67,Standard,Hospital,0,0,39,71,36,4,331.77
Bifocal,0.45,1.56,Standard,Hospital,0,0,7,24,84,2,171.1
Bifocal,0.08,1.67,Standard,Retail,0,1,0,64,82,1,77.63
Bifocal,1.23,1.56,Blue Cut,Retail,0,1,6,11,36,0,66.19
Bifocal,-1.37,1.50,Standard,Hospital,0,1,22,87,52,2,183.2
Single Vision,-3.91,1.56,Standard,Hospital,0,0,5,63,34,0,160.34
Single Vision,-4.28,1.67,Blue Cut,Hospital,0,0,16,38,52,0,184.19
Single Vision,-5.87,1.74,Standard,Hospital,0,1,2,93,96,2,128.67
Progressive,-1.95,1.56,Standard,Retail,0,0,5,69,52,2,197.33
Progressive,1.0,1.50,Standard,Hospital,1,1,18,81,68,2,167.04
Single Vision,-4.87,1.67,Standard,Franchise,0,0,8,98,74,3,226.63
Progressive,-0.98,1.67,Photochromic,Retail,0,1,39,16,88,4,243.11
Single Vision,-4.23,1.50,Standard,Hospital,0,1,0,29,56,3,75.0
Single Vision,2.46,1.56,Standard,Hospital,1,1,23,12,98,2,121.01
Single Vision,-1.08,1.50,Blue Cut,Retail,0,1,9,49,97,1,98.17
Progressive,2.15,1.67,Blue Cut,Franchise,0,1,26,23,86,0,147.63
Progressive,-5.71,1.56,Standard,Hospital,0,1,19,60,46,3,185.67
Single Vision,-7.08,1.67,Standard,Retail,0,1,21,46,61,0,132.66
Single Vision,-4.05,1.50,Standard,Retail,0,1,18,79,50,0,131.76
Single Vision,-0.61,1.50,Standard,Retail,0,1,2,41,50,0,54.59
Bifocal,3.38,1.67,Standard,Retail,0,1,24,42,28,0,135.44
Single Vision,3.36,1.74,Standard,Retail,0,1,23,44,58,1,154.8
Bifocal,-5.66,1.67,Blue Cut,Retail,0,1,24,62,77,0,146.87
Single Vision,0.69,1.56,Standard,Hospital,1,0,34,83,76,1,281.18
Single Vision,-2.25,1.74,Photochromic,Franchise,0,0,18,93,41,1,258.78
Bifocal,-0.06,1.74,Standard,Retail,0,1,39,82,66,2,259.51
Bifocal,2.01,1.74,Blue Cut,Retail,0,1,30,20,66,2,187.91
Single Vision,-3.77,1.67,Standard,Retail,0,0,21,85,93,1,243.05
Single Vision,-7.98,1.50,Photochromic,Hospital,0,0,24,16,96,2,214.5
Single Vision,2.44,1.67,Standard,Retail,0,1,6,50,70,2,97.8
Single Vision,1.37,1.74,Standard,Franchise,0,1,17,89,45,0,151.25
Single Vision,-0.6,1.56,Standard,Franchise,1,1,35,82,25,4,240.43
Progressive,-2.74,1.56,Standard,Franchise,0,1,24,94,75,2,202.29
Single Vision,0.41,1.67,Standard,Retail,1,0,20,49,51,0,194.64
Single Vision,-2.74,1.67,Standard,Franchise,0,0,20,43,94,0,198.85
Single Vision,-3.76,1.67,Blue Cut,Retail,1,0,21,99,33,4,278.75
Progressive,3.6,1.56,Standard,Hospital,0,1,27,67,51,0,171.9
Bifocal,-5.74,1.74,Blue Cut,Retail,0,0,0,57,58,2,185.23
Progressive,-2.15,1.74,Standard,Franchise,1,1,0,71,36,3,121.42
Single Vision,0.45,1.56,Blue Cut,Hospital,0,1,20,77,78,2,172.49
Single Vision,-2.68,1.67,Standard,Retail,0,1,9,41,34,4,117.06
Bifocal,1.29,1.67,Photochromic,Hospital,0,1,27,99,83,1,200.13
Progressive,-6.34,1.56,Blue Cut,Retail,1,0,31,21,78,2,259.28
Single Vision,3.35,1.67,Blue Cut,Hospital,0,1,24,55,52,1,153.88
Single Vision,-7.41,1.67,Standard,Hospital,0,1,16,53,91,0,105.6
Single Vision,0.41,1.74,Blue Cut,Retail,0,0,24,70,52,2,263.71
Progressive,-2.97,1.56,Standard,Retail,0,1,5,48,54,3,117.23
Single Vision,2.47,1.67,Standard,Franchise,0,0,2,60,33,3,175.88
Single Vision,-0.89,1.50,Photochromic,Hospital,0,0,20,77,91,0,225.31
Single Vision,-6.94,1.50,Standard,Hospital,0,0,25,52,65,4,265.23
Bifocal,-1.83,1.67,Blue Cut,Hospital,0,0,30,80,35,0,267.59
Single Vision,-3.17,1.50,Standard,Hospital,0,1,21,56,99,3,170.5
Single Vision,-4.45,1.50,Standard,Hospital,1,0,36,34,60,3,286.72
Progressive,-3.57,1.56,Standard,Franchise,0,1,35,82,74,2,232.0
Single Vision,-3.4,1.67,Blue Cut,Franchise,0,1,13,50,62,3,130.51
Single Vision,-0.84,1.74,Blue Cut,Retail,0,1,14,83,69,0,134.48
Bifocal,-2.53,1.67,Standard,Hospital,1,0,11,41,61,4,215.73
Bifocal,-0.27,1.74,Standard,Franchise,0,0,35,28,46,3,311.15
Single Vision,-1.34,1.56,Standard,Franchise,0,0,37,35,40,3,296.01
Single Vision,3.69,1.56,Standard,Retail,1,0,16,87,52,2,225.34
Single Vision,2.05,1.56,Photochromic,Retail,1,0,8,56,49,0,164.16
Single Vision,-6.83,1.67,Standard,Hospital,0,0,18,87,94,1,230.12
Progressive,-2.69,1.56,Standard,Hospital,0,1,38,36,63,1,202.19
Progressive,-7.68,1.50,Blue Cut,Hospital,0,1,18,36,24,2,152.47
Single Vision,3.92,1.56,Blue Cut,Hospital,0,0,21,75,65,0,224.76
Single Vision,3.62,1.67,Photochromic,Retail,1,0,39,94,52,4,335.11
Bifocal,-3.51,1.67,Standard,Franchise,0,1,14,33,35,4,153.11
Progressive,3.7,1.74,Blue Cut,Hospital,0,1,2,15,79,4,124.04
Single Vision,-5.18,1.56,Standard,Retail,0,0,9,11,51,1,150.09
Single Vision,2.9,1.50,Blue Cut,Hospital,0,1,37,16,67,0,164.0
Bifocal,-1.66,1.50,Standard,Hospital,0,1,10,28,26,0,78.81
Single Vision,-7.83,1.50,Blue Cut,Hospital,0,1,3,47,28,1,75.19
Single Vision,0.18,1.67,Photochromic,Franchise,0,1,18,98,85,0,151.72
Progressive,-0.47,1.67,Standard,Hospital,0,1,13,29,65,0,95.09
Bifocal,2.28,1.74,Blue Cut,Retail,0,1,17,49,73,0,124.0
Progressive,-5.03,1.50,Standard,Hospital,0,1,24,19,88,2,154.36
Single Vision,-4.84,1.74,Photochromic,Hospital,1,1,29,99,25,0,195.73
Single Vision,-7.19,1.67,Blue Cut,Hospital,0,1,27,65,92,3,193.22
Progressive,-7.31,1.50,Standard,Hospital,0,0,18,55,89,3,256.9
Single Vision,3.66,1.56,Blue Cut,Franchise,0,0,39,54,72,4,318.03
Progressive,-5.92,1.74,Standard,Retail,0,1,10,42,34,4,162.36
Single Vision,-2.57,1.50,Photochromic,Franchise,1,0,20,53,24,2,231.43
Progressive,-4.87,1.67,Blue Cut,Hospital,0,1,37,91,73,0,228.84
Bifocal,-1.04,1.67,Standard,Retail,0,1,9,61,44,0,103.12
Bifocal,-3.42,1.50,Standard,Franchise,0,0,1,98,80,4,231.46
Progressive,3.29,1.67,Standard,Retail,0,0,3,86,98,3,222.95
Progressive,-2.38,1.67,Standard,Retail,1,1,6,15,45,3,96.4
Single Vision,1.19,1.56,Photochromic,Franchise,0,1,21,43,33,3,168.3
Single Vision,0.76,1.50,Blue Cut,Retail,0,0,28,72,20,4,296.19
Single Vision,-1.06,1.67,Photochromic,Franchise,0,1,12,85,38,0,130.87
Single Vision,-3.62,1.74,Standard,Franchise,0,1,22,98,60,2,192.09
Bifocal,3.34,1.67,Standard,Franchise,1,1,24,24,73,0,122.72
Progressive,-5.04,1.56,Standard,Retail,0,1,1,47,96,2,95.06
Single Vision,0.78,1.56,Blue Cut,Retail,1,0,36,64,25,2,284.02
Single Vision,-2.46,1.67,Photochromic,Franchise,1,1,3,74,28,2,100.1
Bifocal,-1.07,1.56,Standard,Franchise,0,1,21,10,98,0,129.5
Single Vision,3.68,1.56,Standard,Retail,0,0,4,34,88,3,174.7
Single Vision,-5.96,1.56,Blue Cut,Retail,0,0,0,88,90,4,211.81
Single Vision,-7.18,1.56,Blue Cut,Hospital,0,0,15,77,89,3,241.05
Progressive,-3.74,1.56,Standard,Franchise,0,0,6,26,42,1,168.31
Progressive,-5.63,1.56,Standard,Retail,1,1,5,73,69,3,136.32
Single Vision,-4.05,1.50,Standard,Retail,0,0,37,16,49,0,248.62
Single Vision,0.34,1.74,Standard,Retail,0,1,26,20,84,4,190.09
Single Vision,-2.35,1.67,Blue Cut,Franchise,1,1,0,74,30,2,84.5
Single Vision,-0.26,1.56,Standard,Retail,0,1,31,21,49,3,172.26
Single Vision,-6.75,1.50,Photochromic,Franchise,0,1,25,53,45,1,167.8
Single Vision,0.68,1.56,Blue Cut,Retail,0,1,18,29,32,1,109.73
Progressive,-5.6,1.74,Blue Cut,Hospital,1,1,21,20,89,2,146.52
Single Vision,-2.53,1.56,Photochromic,Hospital,1,1,38,32,34,4,226.15
Progressive,2.77,1.67,Standard,Franchise,0,0,12,26,60,1,180.87
Bifocal,1.84,1.74,Standard,Franchise,0,1,2,35,22,2,92.4
Single Vision,0.59,1.74,Photochromic,Retail,0,1,20,66,35,3,192.74
Bifocal,-3.71,1.50,Photochromic,Hospital,0,0,29,32,21,4,291.1
Single Vision,-3.94,1.50,Photochromic,Retail,0,1,39,73,44,4,263.26
Single Vision,3.6,1.50,Standard,Franchise,0,0,32,79,52,2,299.91
Progressive,-3.44,1.67,Blue Cut,Hospital,0,0,35,86,63,4,345.27
Bifocal,3.8,1.74,Photochromic,Hospital,0,1,16,88,87,4,209.01
Bifocal,1.08,1.74,Blue Cut,Hospital,0,0,6,45,96,4,228.54
Single Vision,-7.69,1.67,Blue Cut,Hospital,0,0,14,77,76,2,226.01
Single Vision,2.12,1.56,Blue Cut,Franchise,0,0,1,56,53,2,154.13
Single Vision,-4.97,1.67,Photochromic,Franchise,0,1,21,37,50,1,143.25
Single Vision,-6.95,1.56,Standard,Hospital,1,1,26,82,76,0,165.14
Bifocal,0.19,1.67,Standard,Hospital,0,1,35,58,67,4,243.47
Progressive,-0.92,1.50,Standard,Franchise,1,1,21,10,35,4,154.76
Single Vision,-7.25,1.50,Standard,Hospital,1,0,10,40,30,4,196.11
Bifocal,3.22,1.67,Photochromic,Hospital,0,1,28,88,73,0,187.36
Single Vision,-4.22,1.56,Photochromic,Retail,0,1,32,15,60,3,192.27
Bifocal,-2.79,1.67,Standard,Retail,1,1,23,80,77,2,175.71
Single Vision,0.14,1.74,Photochromic,Hospital,0,0,1,35,30,3,181.99
Bifocal,-2.03,1.67,Photochromic,Franchise,0,1,24,30,56,2,175.67
Single Vision,3.03,1.74,Photochromic,Hospital,0,0,5,99,92,3,237.64
Progressive,-6.48,1.56,Standard,Franchise,0,1,19,77,81,1,165.75
Single Vision,0.65,1.56,Blue Cut,Hospital,0,1,37,86,26,4,250.73
Progressive,-6.62,1.56,Standard,Hospital,0,1,30,77,23,1,207.72
Single Vision,3.05,1.56,Standard,Franchise,0,1,32,90,38,3,227.31
Single Vision,-6.57,1.74,Standard,Hospital,1,0,22,89,77,2,261.61
Single Vision,2.65,1.67,Standard,Retail,0,1,24,31,54,4,171.62
Single Vision,-1.48,1.50,Photochromic,Retail,0,1,36,63,27,0,196.76
Single Vision,1.41,1.50,Blue Cut,Hospital,0,1,14,37,26,1,113.83
Single Vision,0.17,1.67,Standard,Retail,1,1,7,38,73,3,100.02
Progressive,-6.01,1.50,Blue Cut,Retail,0,1,28,62,71,2,194.16
Progressive,1.38,1.50,Blue Cut,Retail,0,1,4,56,55,3,125.84
Single Vision,-7.57,1.67,Blue Cut,Retail,0,1,28,31,46,0,148.54
Single Vision,0.01,1.67,Standard,Retail,1,0,6,51,72,0,150.36
Single Vision,-7.53,1.56,Blue Cut,Hospital,0,1,17,56,23,3,152.96
Progressive,-1.1,1.56,Standard,Retail,0,1,17,74,56,2,167.71
Bifocal,-1.13,1.50,Standard,Retail,0,1,15,45,22,0,107.88
Single Vision,-6.34,1.56,Standard,Franchise,0,1,22,28,70,1,123.72
Progressive,-3.45,1.67,Blue Cut,Franchise,0,1,22,27,32,2,152.02
Single Vision,-4.39,1.50,Standard,Hospital,0,1,27,23,85,2,148.79
Progressive,3.21,1.74,Photochromic,Hospital,0,1,24,57,70,1,189.8
Progressive,3.96,1.56,Standard,Retail,0,0,12,34,92,2,208.54
Progressive,-4.05,1.67,Standard,Retail,0,1,30,97,58,3,235.2
Progressive,1.84,1.56,Standard,Retail,0,1,19,33,66,0,125.06
Progressive,0.37,1.67,Standard,Retail,0,1,11,43,91,1,120.22
Bifocal,-6.2,1.67,Standard,Retail,0,1,33,35,24,0,165.41
Progressive,-0.57,1.50,Standard,Hospital,1,1,16,36,24,3,146.36
Single Vision,-6.87,1.67,Standard,Retail,0,0,32,72,49,2,292.05
Single Vision,-4.03,1.50,Standard,Hospital,0,0,9,63,27,1,179.06
Single Vision,-0.68,1.67,Standard,Retail,0,1,26,71,95,2,175.68
Bifocal,0.5,1.56,Blue Cut,Retail,0,1,3,86,42,3,131.82
Progressive,3.07,1.74,Standard,Hospital,0,1,36,83,81,0,233.33
Progressive,-5.75,1.56,Blue Cut,Retail,0,1,34,67,41,0,195.36
Single Vision,0.85,1.50,Standard,Franchise,0,0,37,43,45,0,262.14
Single Vision,2.43,1.50,Photochromic,Hospital,0,1,8,42,99,1,99.59
Progressive,-5.11,1.56,Blue Cut,Franchise,1,1,38,78,73,0,215.37
Single Vision,0.5,1.56,Photochromic,Franchise,0,1,29,60,90,2,190.09
Progressive,-4.3,1.50,Standard,Franchise,0,1,7,42,89,3,125.56
Single Vision,-5.2,1.56,Blue Cut,Retail,0,1,21,29,39,2,130.3
Progressive,-0.94,1.67,Standard,Hospital,0,0,15,21,32,0,181.27
Single Vision,0.47,1.56,Standard,Hospital,1,1,27,54,63,1,158.0
Single Vision,2.99,1.74,Standard,Franchise,0,0,17,58,23,1,224.52
Single Vision,-0.85,1.67,Photochromic,Hospital,0,1,38,60,55,3,236.73
Single Vision,-6.69,1.56,Blue Cut,Hospital,0,0,3,59,39,1,165.39
Progressive,-5.64,1.56,Blue Cut,Retail,1,1,7,90,48,1,122.57
Single Vision,0.85,1.67,Standard,Retail,0,1,19,83,24,2,157.83
Progressive,-0.23,1.67,Photochromic,Franchise,0,0,37,55,21,0,290.58
Progressive,1.39,1.67,Photochromic,Franchise,0,0,0,24,21,1,154.35
Single Vision,-0.96,1.50,Blue Cut,Franchise,0,0,24,56,24,4,271.61
Progressive,-2.03,1.50,Standard,Franchise,0,1,33,14,80,0,148.83
Single Vision,-7.93,1.74,Standard,Retail,0,1,25,42,32,2,167.74
Single Vision,-5.58,1.50,Standard,Hospital,0,1,6,91,87,0,93.19
Single Vision,-6.44,1.67,Standard,Retail,0,0,33,33,44,0,239.03
Progressive,-0.69,1.56,Blue Cut,Hospital,0,1,17,19,74,0,111.78
Bifocal,-1.06,1.74,Standard,Hospital,0,1,21,32,79,4,182.22
Single Vision,-2.15,1.67,Standard,Retail,0,0,14,67,53,2,214.77
Progressive,-0.29,1.50,Standard,Retail,1,0,39,16,71,4,296.55
Progressive,2.63,1.56,Blue Cut,Franchise,0,0,23,70,98,4,288.89
Single Vision,-2.75,1.50,Standard,Retail,0,1,13,89,74,2,152.54
Progressive,2.44,1.56,Standard,Hospital,0,1,29,11,28,0,150.69
Single Vision,-5.31,1.74,Photochromic,Franchise,0,1,36,55,51,4,258.78
Bifocal,2.82,1.67,Blue Cut,Franchise,0,1,28,25,39,1,165.63
Single Vision,-5.81,1.50,Photochromic,Franchise,0,1,32,39,39,2,192.22
Progressive,-2.93,1.50,Standard,Franchise,0,1,32,88,28,4,251.29
Single Vision,-0.72,1.50,Standard,Retail,1,1,7,25,25,1,65.13
Single Vision,-7.43,1.50,Photochromic,Retail,0,1,34,97,36,3,255.75
Single Vision,-2.93,1.50,Standard,Retail,1,0,20,75,40,3,244.97
Single Vision,0.35,1.67,Blue Cut,Franchise,0,0,6,52,20,4,192.76
Progressive,-0.83,1.67,Photochromic,Retail,0,0,22,92,44,0,259.95
Single Vision,-6.11,1.50,Standard,Hospital,1,0,20,53,97,3,228.95
Progressive,-2.08,1.56,Standard,Franchise,0,1,7,59,90,2,130.1
Single Vision,-7.81,1.56,Blue Cut,Retail,0,1,30,58,57,4,204.23
Bifocal,-5.41,1.67,Standard,Retail,0,1,25,67,38,4,207.58
Single Vision,-0.18,1.56,Photochromic,Retail,0,1,30,27,36,1,163.96
Single Vision,-5.64,1.74,Standard,Hospital,0,1,16,82,68,2,171.76
Progressive,-6.1,1.67,Standard,Retail,0,1,32,86,33,4,254.47
Single Vision,-5.46,1.56,Photochromic,Franchise,0,1,5,68,37,3,125.5
Single Vision,-5.69,1.74,Blue Cut,Hospital,1,1,30,95,82,1,199.12
Progressive,-4.47,1.56,Standard,Hospital,0,0,26,38,33,0,227.05
Single Vision,-7.03,1.74,Standard,Retail,1,1,14,45,44,0,99.91
Bifocal,-2.16,1.67,Photochromic,Hospital,0,0,19,47,29,0,219.42
Progressive,-3.91,1.50,Blue Cut,Retail,0,1,6,32,37,0,83.14
Progressive,-7.1,1.67,Photochromic,Franchise,0,1,8,73,84,4,167.27
Single Vision,2.88,1.67,Photochromic,Hospital,0,0,12,33,85,1,181.97
Bifocal,2.39,1.50,Standard,Retail,0,1,33,67,26,2,208.8
Single Vision,-1.38,1.56,Standard,Retail,0,1,1,28,32,4,88.33
Single Vision,0.84,1.56,Photochromic,Retail,0,0,35,39,63,4,305.89
Single Vision,3.47,1.67,Blue Cut,Franchise,1,1,21,35,43,4,162.01
Single Vision,3.1,1.67,Standard,Retail,0,0,36,68,94,1,292.05
Single Vision,-5.13,1.67,Blue Cut,Retail,0,1,34,16,41,4,197.64
Progressive,0.24,1.74,Standard,Hospital,0,1,37,37,58,3,240.59
Progressive,3.51,1.74,Standard,Retail,1,1,39,74,96,2,250.01
Single Vision,-7.75,1.67,Standard,Franchise,0,0,35,54,61,3,294.18
Single Vision,0.83,1.50,Blue Cut,Retail,0,1,38,44,96,1,193.23
Progressive,-6.13,1.74,Standard,Hospital,0,0,16,62,84,3,261.49
Single Vision,1.01,1.74,Standard,Hospital,1,1,23,70,54,0,150.88
Bifocal,-4.33,1.67,Standard,Franchise,0,0,29,57,75,1,257.29
Single Vision,-6.24,1.67,Standard,Retail,0,0,35,27,95,0,244.44
Single Vision,-5.14,1.56,Photochromic,Retail,1,1,0,45,49,3,84.91
Progressive,-4.08,1.50,Standard,Hospital,0,0,31,66,98,1,274.79
Single Vision,-6.01,1.56,Blue Cut,Franchise,1,0,18,54,84,3,219.3
Single Vision,1.79,1.56,Blue Cut,Hospital,0,0,7,85,96,0,175.46
Single Vision,-6.93,1.50,Standard,Franchise,0,1,24,53,43,3,174.32
Single Vision,2.2,1.74,Standard,Franchise,0,1,24,77,26,1,180.79
Bifocal,-2.4,1.56,Photochromic,Hospital,0,0,11,49,97,3,231.44
Single Vision,-1.77,1.50,Blue Cut,Franchise,0,1,24,17,45,1,128.87
Single Vision,-2.45,1.56,Photochromic,Hospital,0,0,4,75,40,1,178.1
Progressive,2.39,1.50,Blue Cut,Franchise,0,0,25,81,95,1,263.26
Progressive,3.26,1.67,Photochromic,Retail,0,0,15,68,61,4,273.69
Single Vision,-3.7,1.74,Blue Cut,Franchise,0,1,27,98,98,2,212.52
Bifocal,-4.34,1.56,Blue Cut,Retail,0,1,26,57,60,0,160.27
Single Vision,2.94,1.67,Standard,Franchise,1,0,39,33,33,2,270.54
Single Vision,-3.69,1.74,Standard,Franchise,0,0,36,42,73,4,322.06
Progressive,-4.77,1.67,Standard,Franchise,0,1,2,12,80,1,61.52
Progressive,-5.04,1.50,Blue Cut,Retail,0,0,24,61,71,4,289.38
Single Vision,-4.59,1.74,Standard,Retail,1,1,32,69,27,1,187.44
Single Vision,0.27,1.67,Standard,Retail,0,0,4,99,70,4,230.49
Progressive,-6.67,1.50,Blue Cut,Retail,0,1,25,94,59,4,228.23
Progressive,-2.86,1.67,Blue Cut,Retail,1,1,4,16,41,0,48.75
Single Vision,3.9,1.56,Standard,Hospital,1,1,17,48,23,3,141.07
Single Vision,3.35,1.67,Standard,Hospital,0,1,39,95,68,1,228.22
Progressive,-5.55,1.56,Photochromic,Retail,0,1,38,47,25,2,237.29
Single Vision,-1.63,1.50,Blue Cut,Hospital,0,0,0,35,24,3,165.16
Single Vision,-1.78,1.50,Standard,Retail,0,1,11,72,21,2,132.48
Bifocal,-4.92,1.74,Blue Cut,Hospital,0,1,3,44,54,4,133.1
Progressive,0.82,1.56,Standard,Retail,0,1,39,66,82,1,229.43
Progressive,1.25,1.50,Standard,Hospital,0,0,39,96,90,0,313.17
Progressive,3.01,1.74,Blue Cut,Retail,0,1,32,81,36,2,238.8
Progressive,-3.28,1.56,Standard,Retail,1,0,3,82,33,1,178.36
Progressive,-4.42,1.74,Standard,Hospital,1,1,19,52,60,1,150.96
Progressive,-3.23,1.74,Standard,Franchise,0,1,21,44,99,3,183.31
Bifocal,-5.49,1.50,Blue Cut,Hospital,0,0,38,47,69,3,308.16
Progressive,-4.45,1.67,Standard,Franchise,0,1,35,57,61,2,220.73
Single Vision,-2.09,1.67,Standard,Retail,0,1,32,64,24,1,185.58
Bifocal,-0.25,1.67,Photochromic,Hospital,0,0,22,31,38,0,216.29
Bifocal,-7.31,1.50,Blue Cut,Franchise,1,1,26,78,89,4,216.25
Progressive,-5.65,1.56,Standard,Hospital,0,1,20,27,33,1,138.37
Progressive,-7.46,1.56,Photochromic,Hospital,0,1,23,39,59,2,183.34
Single Vision,2.47,1.67,Standard,Hospital,0,0,18,94,69,2,248.91
Single Vision,1.67,1.67,Photochromic,Hospital,0,0,2,32,29,2,156.22
Single Vision,0.56,1.50,Standard,Retail,0,0,23,32,83,4,250.23
Bifocal,3.21,1.67,Blue Cut,Retail,0,1,31,51,37,4,221.51
Bifocal,-2.34,1.50,Photochromic,Retail,0,0,12,70,41,4,251.08
Progressive,-7.17,1.67,Blue Cut,Retail,0,0,1,92,76,4,222.44
Single Vision,-6.18,1.56,Photochromic,Hospital,0,1,19,45,73,0,127.68
Single Vision,-7.35,1.67,Blue Cut,Retail,0,0,16,19,74,2,201.63
Progressive,-5.21,1.74,Standard,Hospital,1,1,20,82,80,1,180.73
Progressive,1.4,1.50,Standard,Retail,0,0,25,94,54,4,323.37
Progressive,-0.92,1.67,Photochromic,Hospital,0,1,32,63,57,2,218.88
Single Vision,1.61,1.56,Standard,Hospital,1,0,9,70,68,4,215.71
Single Vision,-6.83,1.56,Standard,Hospital,0,1,18,90,51,0,147.1
Bifocal,-0.07,1.74,Standard,Hospital,0,0,34,78,35,4,336.2
Single Vision,-0.84,1.67,Photochromic,Retail,0,1,32,64,42,4,230.32
Single Vision,-7.12,1.67,Standard,Hospital,0,1,23,79,41,4,199.76
Single Vision,-1.39,1.67,Standard,Hospital,0,1,16,80,78,0,132.41
Single Vision,-7.44,1.67,Standard,Franchise,1,0,37,79,45,2,288.97
Single Vision,2.05,1.56,Standard,Hospital,0,1,2,81,61,3,114.7
Progressive,-0.56,1.67,Blue Cut,Franchise,0,0,34,28,22,2,276.4
Bifocal,-4.17,1.67,Blue Cut,Hospital,0,0,7,33,28,0,170.12
Single Vision,-2.0,1.56,Blue Cut,Franchise,1,1,10,50,54,3,110.19
Single Vision,2.31,1.56,Standard,Hospital,1,0,20,37,35,1,203.46
Bifocal,3.84,1.56,Photochromic,Hospital,0,1,26,11,31,1,148.23
Bifocal,-7.2,1.50,Blue Cut,Hospital,0,0,20,95,32,1,253.55
Single Vision,0.31,1.67,Standard,Retail,0,0,29,43,58,2,252.19
Bifocal,-2.04,1.50,Photochromic,Hospital,0,1,18,51,58,1,152.07
Single Vision,-2.72,1.74,Standard,Franchise,0,1,13,46,50,1,123.94
Progressive,1.7,1.56,Photochromic,Retail,1,0,22,30,99,2,243.08
Progressive,-0.05,1.67,Blue Cut,Hospital,1,1,33,53,58,1,198.18
Single Vision,3.29,1.50,Standard,Hospital,0,1,8,74,67,2,119.09
Progressive,-1.53,1.67,Standard,Franchise,0,1,29,54,47,0,166.78
Bifocal,-2.6,1.56,Blue Cut,Hospital,1,1,21,40,33,2,140.36
Progressive,-6.58,1.67,Standard,Hospital,0,1,22,27,89,1,146.29
Bifocal,-4.0,1.50,Blue Cut,Hospital,0,0,1,76,50,4,199.25
Single Vision,3.42,1.67,Blue Cut,Franchise,0,1,31,11,20,0,133.25
Progressive,-6.4,1.67,Standard,Hospital,0,1,37,32,23,4,238.46
Single Vision,3.78,1.50,Photochromic,Retail,1,0,29,11,96,3,243.54
Progressive,-5.9,1.67,Blue Cut,Franchise,0,1,5,95,94,1,126.2
Progressive,-3.35,1.56,Photochromic,Hospital,0,1,21,66,47,4,210.45
Single Vision,1.88,1.74,Standard,Hospital,0,1,38,37,76,3,220.1
Progressive,-5.06,1.56,Standard,Hospital,0,1,38,84,29,4,272.48
Single Vision,3.75,1.67,Photochromic,Franchise,0,1,35,75,54,3,240.56
Progressive,-0.32,1.50,Blue Cut,Franchise,0,1,0,14,33,2,81.06
Single Vision,-3.27,1.67,Blue Cut,Hospital,0,1,0,92,28,2,98.29
Single Vision,-3.65,1.67,Photochromic,Retail,0,1,34,24,40,2,186.38
Progressive,-2.85,1.74,Blue Cut,Franchise,0,1,17,93,25,0,169.46
Single Vision,-1.93,1.56,Standard,Hospital,0,1,0,36,46,3,83.96
Single Vision,-6.38,1.74,Photochromic,Retail,1,1,12,67,40,1,138.53
Progressive,3.65,1.67,Standard,Retail,0,1,5,37,81,2,94.53
Single Vision,-1.38,1.67,Standard,Hospital,0,1,35,74,51,2,208.71
Bifocal,-2.2,1.74,Blue Cut,Franchise,1,1,33,92,90,4,257.24
Single Vision,-3.12,1.74,Photochromic,Franchise,1,1,14,92,26,3,173.02
Single Vision,-3.83,1.67,Photochromic,Hospital,1,0,16,38,43,2,199.62
Bifocal,-6.3,1.56,Standard,Hospital,0,0,21,84,98,4,284.28
Single Vision,-0.65,1.50,Blue Cut,Hospital,0,0,17,61,84,0,198.69
Single Vision,-5.55,1.67,Standard,Retail,0,1,31,22,78,0,148.41
